0.0000,177.72
0.0040,533.15
0.0080,888.58
0.0120,1244.00
0.0160,1413.20
0.0200,1396.20
0.0240,1379.20
0.0280,1362.20
0.0320,1352.60
0.0360,1387.20
0.0400,1429.10
0.0440,1471.00
0.0480,1498.10
0.0520,1488.90
0.0560,1478.00
0.0600,1467.10
0.0640,1456.20
0.0680,1445.30
0.0720,1434.40
0.0760,1423.50
0.0800,1415.80
0.0840,1416.00
0.0880,1416.50
0.0920,1417.10
0.0960,1417.60
0.1000,1418.10
0.1040,1418.60
0.1080,1419.20
0.1120,1419.70
0.1160,1420.20
0.1200,1420.80
0.1240,1421.30
0.1280,1421.80
0.1320,1422.30
0.1360,1422.90
0.1400,1423.40
0.1440,1423.90
0.1480,1424.40
0.1520,1425.00
0.1560,1425.50
0.1600,1426.00
0.1640,1426.60
0.1680,1427.10
0.1720,1427.60
0.1760,1428.10
0.1800,1428.70
0.1840,1429.20
0.1880,1429.70
0.1920,1430.20
0.1960,1430.80
0.2000,1431.30
0.2040,1431.80
0.2080,1432.30
0.2120,1432.30
0.2160,1432.30
0.2200,1432.30
0.2240,1432.30
0.2280,1432.30
0.2320,1432.30
0.2360,1432.30
0.2400,1432.30
0.2440,1432.30
0.2480,1432.30
0.2520,1432.30
0.2560,1432.30
0.2600,1432.30
0.2640,1432.30
0.2680,1432.30
0.2720,1432.30
0.2760,1432.30
0.2800,1432.30
0.2840,1432.30
0.2880,1432.30
0.2920,1432.30
0.2960,1432.30
0.3000,1432.30
0.3040,1432.30
0.3080,1432.30
0.3120,1432.30
0.3160,1432.30
0.3200,1432.30
0.3240,1432.30
0.3280,1432.30
0.3320,1432.30
0.3360,1432.30
0.3400,1432.30
0.3440,1432.30
0.3480,1432.30
0.3520,1432.30
0.3560,1432.30
0.3600,1432.30
0.3640,1432.30
0.3680,1432.30
0.3720,1432.30
0.3760,1432.30
0.3800,1432.30
0.3840,1432.30
0.3880,1432.30
0.3920,1432.30
0.3960,1432.30
0.4000,1432.30
0.4040,1432.30
0.4080,1432.30
0.4140,1432.30
0.4230,1432.30
0.4365,1432.40
0.4565,1433.50
0.4765,1435.10
0.4965,1436.80
0.5165,1438.50
0.5365,1440.20
0.5565,1441.80
0.5765,1443.50
0.5965,1445.20
0.6165,1446.80
0.6365,1448.50
0.6565,1450.20
0.6765,1451.90
0.6965,1453.50
0.7165,1455.20
0.7365,1456.90
0.7565,1458.60
0.7765,1460.20
0.7965,1462.20
0.8165,1466.90
0.8365,1472.50
0.8565,1478.00
0.8765,1483.60
0.8965,1489.10
0.9165,1494.60
0.9365,1500.20
0.9565,1505.70
0.9765,1511.20
0.9965,1516.80
1.0165,1522.30
1.0365,1527.90
1.0565,1533.10
1.0765,1534.90
1.0965,1535.50
1.1165,1536.10
1.1365,1536.70
1.1565,1537.30
1.1765,1537.90
1.1965,1538.50
1.2165,1539.10
1.2365,1539.70
1.2565,1540.30
1.2765,1539.50
1.2965,1535.80
1.3165,1532.10
1.3365,1528.30
1.3565,1524.60
1.3765,1520.90
1.3965,1517.20
1.4165,1513.50
1.4365,1509.70
1.4565,1506.00
1.4765,1502.30
1.4965,1498.60
1.5165,1494.80
1.5365,1491.10
1.5565,1487.40
1.5765,1483.70
1.5965,1479.90
1.6165,1476.20
1.6365,1472.50
1.6565,1468.80
1.6765,1465.00
1.6965,1461.30
1.7165,1457.60
1.7365,1453.90
1.7565,1450.10
1.7765,1446.40
1.7965,1442.70
1.8165,1439.00
1.8365,1435.20
1.8565,1431.50
1.8765,1427.80
1.8965,1424.10
1.9165,1420.40
1.9365,1416.60
1.9565,1412.90
1.9765,1409.20
1.9965,1405.50
2.0165,1401.70
2.0365,1398.00
2.0565,1394.30
2.0765,1390.60
2.0965,1386.80
2.1165,1383.10
2.1365,1379.40
2.1565,1375.70
2.1765,1371.90
2.1965,1368.20
2.2165,1364.50
2.2365,1360.80
2.2565,1357.00
2.2765,1353.30
2.2965,1349.60
2.3165,1345.90
2.3365,1342.10
2.3565,1338.40
2.3765,1334.70
2.3965,1331.00
2.4165,1327.30
2.4365,1323.50
2.4565,1319.80
2.4765,1316.10
2.4965,1312.40
2.5165,1308.60
2.5365,1304.90
2.5565,1301.20
2.5765,1297.50
2.5965,1293.70
2.6165,1290.00
2.6365,1286.30
2.6565,1283.50
2.6765,1282.70
2.6965,1282.00
2.7165,1281.30
2.7365,1280.60
2.7565,1279.90
2.7765,1279.20
2.7965,1278.50
2.8165,1277.80
2.8365,1269.00
2.8565,1234.60
2.8765,1198.30
2.8965,1162.00
2.9165,1123.60
2.9365,1029.10
2.9565,909.71
2.9765,790.30
2.9965,670.89
3.0165,551.48
3.0365,458.20
3.0565,393.75
3.0765,329.32
3.0965,264.89
3.1165,200.46
3.1365,136.03
3.1565,83.16
3.1765,66.78
3.1965,53.09
3.2165,39.39
3.2365,25.69
3.2565,11.99
3.2765,0.96
3.2965,0.00
